Iteration,Best Distance,Average Distance
1266,11180.492328304488,11429.59289701303
1267,11180.492328304488,11420.462885682946
1268,11180.492328304488,11459.928890099243
1269,11180.492328304488,11385.468630600166
1270,11180.492328304488,11429.804057159086
1271,11180.492328304488,11482.548679695059
1272,11180.492328304488,11389.27938844667
1273,11180.492328304488,11372.456882149272
1274,11180.492328304488,11447.149220742533
1275,11180.492328304488,11396.240198220905
1276,11180.492328304488,11405.720401514354
1277,11180.492328304488,11438.32141413709
1278,11180.492328304488,11440.976336780313
1279,11180.492328304488,11385.405548377004
1280,11180.492328304488,11430.59394959746
1281,11180.492328304488,11403.577298755552
1282,11180.492328304488,11438.739764674292
1283,11180.492328304488,11433.51884075577
1284,11180.492328304488,11440.132032447736
1285,11180.492328304488,11407.197573102827
1286,11180.492328304488,11453.351637013018
1287,11180.492328304488,11412.280681860077
1288,11180.492328304488,11384.148491687181
1289,11180.492328304488,11382.248687012487
1290,11180.492328304488,11412.807950668268
1291,11180.492328304488,11446.319129960088
1292,11180.492328304488,11451.330695485687
1293,11180.492328304488,11392.73400825475
1294,11180.492328304488,11409.883837389794
1295,11180.492328304488,11482.225956210259
1296,11180.492328304488,11400.24627373015
1297,11180.492328304488,11436.191095896696
1298,11180.492328304488,11395.766306849238
1299,11180.492328304488,11408.884991567335
1300,11180.492328304488,11424.220379042667
1301,11180.492328304488,11435.57058823032
1302,11180.492328304488,11441.731307787397
1303,11180.492328304488,11437.059394355998
1304,11180.492328304488,11434.345307520072
1305,11180.492328304488,11378.141635294647
1306,11180.492328304488,11371.36951451957
1307,11180.492328304488,11408.632599620672
1308,11180.492328304488,11451.818126924545
1309,11180.492328304488,11405.345298350845
1310,11180.492328304488,11427.006564673246
1311,11180.492328304488,11371.975342034759
1312,11180.492328304488,11404.500314880812
1313,11180.492328304488,11410.76716866311
1314,11180.492328304488,11376.331035534944
1315,11180.492328304488,11380.275040604423
1316,11180.492328304488,11367.930683869188
1317,11180.492328304488,11426.17240987256
1318,11180.492328304488,11417.5578279793
1319,11180.492328304488,11428.33421660065
1320,11180.492328304488,11381.716051142435
1321,11180.492328304488,11367.328718048415
1322,11180.492328304488,11386.153331250627
1323,11180.492328304488,11374.204394521257
1324,11180.492328304488,11357.705856084935
1325,11180.492328304488,11382.945808413611
1326,11180.492328304488,11389.871902061857
1327,11180.492328304488,11363.57432418256
1328,11180.492328304488,11388.759088468423
1329,11180.492328304488,11346.70294508619
1330,11180.492328304488,11430.553226338128
1331,11180.492328304488,11377.337227795459
1332,11180.492328304488,11386.723981786918
1333,11180.492328304488,11389.056927854464
1334,11180.492328304488,11412.173525014496
1335,11180.492328304488,11381.879174369547
1336,11180.492328304488,11372.629803555703
1337,11180.492328304488,11405.565031470107
1338,11180.492328304488,11392.344171946605
1339,11180.492328304488,11386.545335086177
1340,11180.492328304488,11382.87139798216
1341,11180.492328304488,11415.26444155316
1342,11180.492328304488,11408.427972946516
1343,11180.492328304488,11391.117079015397
1344,11180.492328304488,11355.468698526218
1345,11180.492328304488,11380.355436710995
1346,11180.492328304488,11385.67610249971
1347,11180.492328304488,11380.249016520782
1348,11180.492328304488,11357.78913373515
1349,11180.492328304488,11363.96850809638
1350,11180.492328304488,11413.634543693392
1351,11180.492328304488,11426.223121916684
1352,11180.492328304488,11377.557734797898
1353,11180.492328304488,11388.132845507895
1354,11180.492328304488,11362.58303863112
1355,11180.492328304488,11373.945122226682
1356,11180.492328304488,11368.403280512523
1357,11180.492328304488,11405.17602184577
1358,11180.492328304488,11415.282158186175
1359,11180.492328304488,11369.428991285025
1360,11180.492328304488,11399.919274813132
1361,11180.492328304488,11423.257832692703
1362,11180.492328304488,11422.860916667527
1363,11180.492328304488,11375.10331502635
1364,11180.492328304488,11396.525741584497
1365,11180.492328304488,11415.273144566963
1366,11180.492328304488,11436.745408886443
1367,11180.492328304488,11375.755634520412
1368,11180.492328304488,11425.602163804271
1369,11180.492328304488,11387.580605731288
1370,11180.492328304488,11372.770364499727
1371,11180.492328304488,11411.618810221511
1372,11180.492328304488,11416.564105297588
1373,11180.492328304488,11366.774578047542
1374,11180.492328304488,11382.109792012814
1375,11180.492328304488,11333.131303940581
1376,11180.492328304488,11380.60473903443
1377,11180.492328304488,11399.726756353819
1378,11180.492328304488,11381.033756045283
1379,11180.492328304488,11439.75677400108
1380,11180.492328304488,11416.616497701018
1381,11180.492328304488,11384.259445880904
1382,11180.492328304488,11315.854961019322
1383,11180.492328304488,11382.352286534358
1384,11180.492328304488,11382.432896539458
1385,11180.492328304488,11412.478339615622
1386,11180.492328304488,11396.070201486942
1387,11180.492328304488,11381.502235882339
1388,11180.492328304488,11399.271303611411
1389,11180.492328304488,11379.552439466532
1390,11180.492328304488,11467.236848948321
1391,11180.492328304488,11415.346296149786
1392,11180.492328304488,11440.516193653293
1393,11180.492328304488,11429.208508190834
1394,11180.492328304488,11400.190747929997
1395,11180.492328304488,11417.323672029215
1396,11180.492328304488,11394.812354895745
1397,11180.492328304488,11391.659545820883
1398,11180.492328304488,11391.870963794212
1399,11180.492328304488,11367.19875152599
1400,11180.492328304488,11373.235338427457
1401,11180.492328304488,11356.916788325812
1402,11180.492328304488,11413.862733473867
1403,11180.492328304488,11371.694678174814
1404,11180.492328304488,11413.583167691184
1405,11180.492328304488,11366.85569087049
1406,11180.492328304488,11387.146684914671
1407,11180.492328304488,11375.458599751382
1408,11180.492328304488,11372.759621400048
1409,11180.492328304488,11402.132912424908
1410,11180.492328304488,11349.368282714498
1411,11180.492328304488,11405.280884527807
1412,11180.492328304488,11395.825836212618
1413,11180.492328304488,11353.067641935153
1414,11180.492328304488,11357.132644117612
1415,11180.492328304488,11387.851526852475
1416,11180.492328304488,11454.734667195858
1417,11180.492328304488,11420.14386397252
1418,11180.492328304488,11337.67427256838
1419,11180.492328304488,11401.027915349729
1420,11180.492328304488,11357.965658641286
1421,11180.492328304488,11377.588201301407
1422,11180.492328304488,11394.216231815702
1423,11180.492328304488,11369.304858263626
1424,11180.492328304488,11382.130319304772
1425,11180.492328304488,11364.739849322423
1426,11180.492328304488,11326.449131071982
1427,11180.492328304488,11357.476860505925
1428,11180.492328304488,11353.038191689104
1429,11180.492328304488,11329.426887916512
1430,11180.492328304488,11382.772618641367
1431,11180.492328304488,11412.7676708776
1432,11180.492328304488,11353.610930677087
1433,11180.492328304488,11326.98944884254
1434,11180.492328304488,11350.983036226944
1435,11180.492328304488,11385.010956133601
1436,11180.492328304488,11401.35474450571
1437,11180.492328304488,11394.479905118635
1438,11180.492328304488,11392.224922163203
1439,11180.492328304488,11338.391105841662
1440,11180.492328304488,11385.718072110465
1441,11180.492328304488,11385.843175136462
1442,11180.492328304488,11348.306321144513
1443,11180.492328304488,11347.981121655082
1444,11180.492328304488,11426.289282711936
1445,11180.492328304488,11371.832882782785
1446,11180.492328304488,11435.704645685895
1447,11180.492328304488,11359.205577885998
1448,11180.492328304488,11342.049733417449
1449,11180.492328304488,11381.5043716942
1450,11180.492328304488,11367.564532348119
1451,11180.492328304488,11406.21217780516
1452,11180.492328304488,11342.004569372768
1453,11180.492328304488,11335.636921035955
1454,11180.492328304488,11380.954917209996
1455,11180.492328304488,11365.8578184054
1456,11180.492328304488,11401.961205474428
1457,11180.492328304488,11394.367244353361
1458,11180.492328304488,11364.305209054199
1459,11180.492328304488,11365.031041754124
1460,11180.492328304488,11327.682956884148
1461,11180.492328304488,11368.97553733408
1462,11180.492328304488,11418.04971078628
1463,11180.492328304488,11365.363110593205
1464,11180.492328304488,11338.000330539495
1465,11180.492328304488,11317.569553198999
1466,11180.492328304488,11323.653252057733
1467,11180.492328304488,11352.096662457125
1468,11180.492328304488,11358.314643117588
1469,11180.492328304488,11326.630181935865
1470,11180.492328304488,11330.69599453827
1471,11180.492328304488,11385.229423549432
1472,11180.492328304488,11379.064225762242
1473,11180.492328304488,11353.807095102075
1474,11180.492328304488,11380.67294008604
1475,11180.492328304488,11398.623195502723
1476,11180.492328304488,11404.68962009804
1477,11180.492328304488,11374.739958066371
1478,11180.492328304488,11358.972211669388
1479,11180.492328304488,11361.736496346111
1480,11180.492328304488,11419.004786358799
1481,11180.492328304488,11387.852964247017
1482,11180.492328304488,11394.824733079386
1483,11180.492328304488,11397.577043549201
1484,11180.492328304488,11381.606195135322
1485,11180.492328304488,11408.400970595014
1486,11180.492328304488,11347.856749287523
1487,11180.492328304488,11361.519419602933
1488,11180.492328304488,11344.525046062321
1489,11180.492328304488,11428.861215336121
1490,11180.492328304488,11436.603349534296
1491,11180.492328304488,11343.551548646432
1492,11180.492328304488,11321.077616297218
1493,11180.492328304488,11370.973547980877
1494,11180.492328304488,11355.844600447652
1495,11180.492328304488,11396.25715199891
1496,11180.492328304488,11366.644955829508
1497,11180.492328304488,11399.861950497927
1498,11180.492328304488,11368.28891661004
1499,11180.492328304488,11305.974345351766
1500,11180.492328304488,11359.462753254355
1501,11180.492328304488,11404.962362659113
1502,11180.492328304488,11369.761849780807
1503,11180.492328304488,11324.905468209132
1504,11180.492328304488,11352.862182552435
1505,11180.492328304488,11430.588456997673
1506,11180.492328304488,11366.831474104847
1507,11180.492328304488,11360.184335056989
1508,11180.492328304488,11346.202855441767
1509,11180.492328304488,11364.647779303903
1510,11180.492328304488,11375.564087594686
1511,11180.492328304488,11313.173694003837
1512,11180.492328304488,11324.478464639615
1513,11180.492328304488,11399.455827040814
1514,11180.492328304488,11397.089485882281
1515,11180.492328304488,11385.326546857155
1516,11180.492328304488,11348.042743685255
1517,11180.492328304488,11393.920262790612
1518,11180.492328304488,11352.435428930328
1519,11180.492328304488,11340.30733257641
1520,11180.492328304488,11388.352399631156
1521,11180.492328304488,11379.20138123825
1522,11180.492328304488,11372.192647517544
1523,11180.492328304488,11331.184818293947
1524,11180.492328304488,11360.060137494083
1525,11180.492328304488,11340.4500179428
1526,11180.492328304488,11333.743694160785
1527,11180.492328304488,11382.612344931971
1528,11180.492328304488,11371.473370704793
1529,11180.492328304488,11357.748182031311
1530,11180.492328304488,11369.905024502403
1531,11180.492328304488,11414.145196078614
1532,11180.492328304488,11376.745927088794
1533,11180.492328304488,11398.011356067622
1534,11180.492328304488,11374.191722354928
1535,11180.492328304488,11355.866476552159
1536,11180.492328304488,11395.888726919433
1537,11180.492328304488,11364.992532780605
1538,11180.492328304488,11369.826777118324
1539,11180.492328304488,11404.482624030341
1540,11180.492328304488,11401.334888042507
1541,11180.492328304488,11365.986941479488
1542,11180.492328304488,11369.306532537415
1543,11180.492328304488,11345.583130238194
1544,11180.492328304488,11373.850029822175
1545,11180.492328304488,11371.173302196516
1546,11180.492328304488,11360.812144318339
1547,11180.492328304488,11394.975713520527
1548,11180.492328304488,11326.472880041707
1549,11180.492328304488,11396.202468016743
1550,11180.492328304488,11384.372332155006
1551,11180.492328304488,11382.296470983987
1552,11180.492328304488,11335.635998264523
1553,11180.492328304488,11369.859220245236
1554,11180.492328304488,11388.207013599867
1555,11180.492328304488,11374.791613115915
1556,11180.492328304488,11327.316628280434
1557,11180.492328304488,11373.036411923931
1558,11180.492328304488,11360.300907912317
1559,11180.492328304488,11419.987261525655
1560,11180.492328304488,11328.17502708039
1561,11180.492328304488,11376.559422997549
1562,11180.492328304488,11391.852977995271
1563,11180.492328304488,11310.48332748655
1564,11180.492328304488,11351.890348862442
1565,11180.492328304488,11330.018087813933
1566,11180.492328304488,11386.37195806748
1567,11180.492328304488,11328.482921636954
1568,11180.492328304488,11385.684747957725
1569,11180.492328304488,11376.841094147705
1570,11180.492328304488,11387.919563249883
1571,11180.492328304488,11356.079848024841
1572,11180.492328304488,11338.44041600259
1573,11180.492328304488,11357.52038457376
1574,11180.492328304488,11352.972566265082
1575,11180.492328304488,11355.89958084408
1576,11180.492328304488,11371.305643713582
1577,11180.492328304488,11335.05636230707
1578,11180.492328304488,11381.62283964085
1579,11180.492328304488,11354.902421284807
1580,11180.492328304488,11393.836466512186
1581,11180.492328304488,11387.072302750053
1582,11180.492328304488,11340.114753337504
1583,11180.492328304488,11412.649515586878
1584,11180.492328304488,11396.343135386222
1585,11180.492328304488,11336.251557051532
1586,11180.492328304488,11357.022206424277
1587,11180.492328304488,11380.56661998225
1588,11180.492328304488,11363.695548990196
1589,11180.492328304488,11384.442363049713
1590,11180.492328304488,11368.731495996699
1591,11180.492328304488,11377.612681693612
1592,11180.492328304488,11396.32868477518
1593,11180.492328304488,11435.938847822055
1594,11180.492328304488,11381.98612840887
1595,11180.492328304488,11401.931464870335
1596,11180.492328304488,11343.93575015045
1597,11180.492328304488,11352.506590712397
1598,11180.492328304488,11388.686514536026
1599,11180.492328304488,11367.663079388949
1600,11180.492328304488,11407.496357267559
1601,11180.492328304488,11421.41526115375
1602,11180.492328304488,11358.115285943737
1603,11180.492328304488,11341.935114452881
1604,11180.492328304488,11466.971954005472
1605,11180.492328304488,11359.189363775566
1606,11180.492328304488,11349.759309378927
1607,11180.492328304488,11326.506733778888
1608,11180.492328304488,11392.568052278739
1609,11180.492328304488,11368.527924558446
1610,11180.492328304488,11317.88932427917
1611,11180.492328304488,11430.451661356876
1612,11180.492328304488,11398.340584149044
1613,11180.492328304488,11366.319621892224
1614,11180.492328304488,11364.789362791018
1615,11180.492328304488,11350.369269943934
1616,11180.492328304488,11392.572502007577
1617,11180.492328304488,11445.387060445286
1618,11180.492328304488,11360.825722865658
1619,11180.492328304488,11389.942608916566
1620,11180.492328304488,11373.774929783773
1621,11180.492328304488,11374.070334181639
1622,11180.492328304488,11412.679444693977
1623,11180.492328304488,11412.332904528937
1624,11180.492328304488,11392.49386832445
1625,11180.492328304488,11408.539017898745
1626,11180.492328304488,11391.382978790325
1627,11180.492328304488,11392.097733160852
1628,11180.492328304488,11323.379381308305
1629,11180.492328304488,11419.388726368128
1630,11180.492328304488,11381.671414663657
1631,11180.492328304488,11375.124700048167
1632,11180.492328304488,11313.922137599482
1633,11180.492328304488,11394.667659650173
1634,11180.492328304488,11421.085422261047
1635,11180.492328304488,11374.141016876893
1636,11180.492328304488,11444.574834631418
1637,11180.492328304488,11397.213275663815
1638,11180.492328304488,11365.601221818393
1639,11180.492328304488,11369.874996402219
1640,11180.492328304488,11342.81149960844
1641,11180.492328304488,11351.610148829532
1642,11180.492328304488,11347.213662503944
1643,11180.492328304488,11422.372347950102
1644,11180.492328304488,11376.574774852474
1645,11180.492328304488,11336.862882040923
1646,11180.492328304488,11371.075846833284
1647,11180.492328304488,11352.498384409077
1648,11180.492328304488,11395.571015640255
1649,11180.492328304488,11399.663869987675
1650,11180.492328304488,11327.854194961878
1651,11180.492328304488,11336.948468375436
1652,11180.492328304488,11403.890733825772
1653,11180.492328304488,11381.719603504356
1654,11180.492328304488,11339.15248554443
1655,11180.492328304488,11316.552242735315
1656,11180.492328304488,11332.991762097532
1657,11180.492328304488,11375.449169004529
1658,11180.492328304488,11348.409561441953
1659,11180.492328304488,11299.954191455876
1660,11180.492328304488,11330.30813423738
1661,11180.492328304488,11365.538197246855
1662,11180.492328304488,11374.185654557661
1663,11180.492328304488,11331.217265555786
1664,11180.492328304488,11329.02848885644
1665,11180.492328304488,11336.11562515574
1666,11180.492328304488,11349.979580336922
1667,11180.492328304488,11342.487436477746
1668,11180.492328304488,11336.405624508167
1669,11180.492328304488,11398.868880668571
1670,11180.492328304488,11441.661990114204
1671,11180.492328304488,11394.117191124482
1672,11180.492328304488,11369.451114103014
1673,11180.492328304488,11397.320221742273
1674,11180.492328304488,11402.311963309481
1675,11180.492328304488,11412.593047537292
1676,11180.492328304488,11373.942212254764
1677,11180.492328304488,11328.940763405117
1678,11180.492328304488,11364.855927455106
1679,11180.492328304488,11400.245254416972
1680,11180.492328304488,11397.023534404352
1681,11180.492328304488,11363.884042148118
1682,11180.492328304488,11340.942720629602
1683,11180.492328304488,11407.644226347551
1684,11180.492328304488,11405.137183140881
1685,11180.492328304488,11368.115690468752
1686,11180.492328304488,11333.516065220816
1687,11180.492328304488,11384.43993743781
1688,11180.492328304488,11390.891845498301
1689,11180.492328304488,11345.058448347252
1690,11180.492328304488,11350.41249081254
1691,11180.492328304488,11406.311580971716
1692,11180.492328304488,11359.622394526892
1693,11180.492328304488,11403.763900599784
1694,11180.492328304488,11321.637908566961
1695,11180.492328304488,11371.32192301839
1696,11180.492328304488,11354.802564034208
1697,11180.492328304488,11386.746042688625
1698,11180.492328304488,11350.753884671805
1699,11180.492328304488,11333.346576899005
1700,11180.492328304488,11411.052794316765
1701,11180.492328304488,11387.911648826812
1702,11180.492328304488,11373.405860298435
1703,11180.492328304488,11342.384551335856
1704,11180.492328304488,11364.852255618343
1705,11180.492328304488,11353.985677268698
1706,11180.492328304488,11375.201211874883
1707,11180.492328304488,11385.083069242603
1708,11180.492328304488,11382.447595853819
1709,11180.492328304488,11390.425045175642
1710,11180.492328304488,11374.61364575572
1711,11180.492328304488,11331.352413070486
1712,11180.492328304488,11319.056382796127
1713,11180.492328304488,11351.942990745734
1714,11180.492328304488,11383.133517336015
1715,11180.492328304488,11417.393788276786
1716,11180.492328304488,11379.925073970491
1717,11180.492328304488,11345.92134122552
1718,11180.492328304488,11389.180460983735
1719,11180.492328304488,11393.395081701123
1720,11180.492328304488,11401.679973635806
1721,11180.492328304488,11368.094965550925
1722,11180.492328304488,11378.50238614955
1723,11180.492328304488,11325.21125708173
1724,11180.492328304488,11331.871421353893
1725,11180.492328304488,11357.580752150023
1726,11180.492328304488,11355.154065478382
1727,11180.492328304488,11338.818381147943
1728,11180.492328304488,11348.698741842836
1729,11180.492328304488,11332.67080338495
1730,11180.492328304488,11319.16868221463
1731,11180.492328304488,11319.75768460267
1732,11180.492328304488,11380.933150997187
1733,11180.492328304488,11391.141519858986
1734,11180.492328304488,11302.118171788172
1735,11180.492328304488,11321.898835975337
1736,11180.492328304488,11379.157770353902
1737,11180.492328304488,11354.54549618056
1738,11180.492328304488,11347.182243537502
1739,11180.492328304488,11401.052985553391
1740,11180.492328304488,11375.594723662589
1741,11180.492328304488,11384.547648995092
1742,11180.492328304488,11357.905064397719
1743,11180.492328304488,11314.074270922965
1744,11180.492328304488,11436.26334057191
1745,11180.492328304488,11447.737663992048
1746,11180.492328304488,11383.748655402365
1747,11180.492328304488,11340.931683756162
1748,11180.492328304488,11357.22387330142
1749,11180.492328304488,11361.45409937957
1750,11180.492328304488,11398.875706253288
1751,11180.492328304488,11359.290116676902
1752,11180.492328304488,11277.102540835349
1753,11180.492328304488,11315.449628541102
1754,11180.492328304488,11334.273339550002
1755,11180.492328304488,11332.622920176656
1756,11180.492328304488,11358.79676970643
1757,11180.492328304488,11344.974729979875
1758,11180.492328304488,11348.819141223485
1759,11180.492328304488,11349.944049077816
1760,11180.492328304488,11354.554672273023
1761,11180.492328304488,11392.967159888476
1762,11180.492328304488,11336.913887569382
1763,11180.492328304488,11330.23803452024
1764,11180.492328304488,11361.090901129972
1765,11180.492328304488,11334.024562921764
1766,11180.492328304488,11301.163029903613
1767,11180.492328304488,11340.038762788457
1768,11180.492328304488,11339.020734605721
1769,11180.492328304488,11370.192948670927
1770,11180.492328304488,11367.542483707915
1771,11180.492328304488,11335.934119867134
1772,11180.492328304488,11304.509287463661
1773,11180.492328304488,11353.155047107784
1774,11180.492328304488,11321.12622251016
1775,11180.492328304488,11353.837892867816
1776,11180.492328304488,11368.92255828455
1777,11180.492328304488,11352.259004010102
1778,11180.492328304488,11381.463224578045
1779,11180.492328304488,11324.895799405906
1780,11180.492328304488,11385.73665008944
1781,11180.492328304488,11411.854195849422
1782,11180.492328304488,11344.425897093404
1783,11180.492328304488,11381.476393218869
1784,11180.492328304488,11374.708242661161
1785,11180.492328304488,11361.534244456954
1786,11180.492328304488,11373.005416457183
1787,11180.492328304488,11362.975704903716
1788,11180.492328304488,11376.799038189012
1789,11180.492328304488,11420.973489130894
1790,11180.492328304488,11348.486932416066
1791,11180.492328304488,11351.140600714763
1792,11180.492328304488,11371.016589127314
1793,11180.492328304488,11416.655047819724
1794,11180.492328304488,11353.013562363001
1795,11180.492328304488,11313.837633262177
1796,11180.492328304488,11382.024753049913
1797,11180.492328304488,11362.029407406628
1798,11180.492328304488,11305.049262573824
1799,11180.492328304488,11328.546430649618
1800,11180.492328304488,11380.931829776177
1801,11180.492328304488,11387.396197132932
1802,11180.492328304488,11392.984264899085
1803,11180.492328304488,11370.026132410643
1804,11180.492328304488,11361.897677570581
1805,11180.492328304488,11345.686378630637
1806,11180.492328304488,11370.77444007918
1807,11180.492328304488,11308.21664456358
1808,11180.492328304488,11321.353135737278
1809,11180.492328304488,11348.909503618956
1810,11180.492328304488,11325.504667088067
1811,11180.492328304488,11359.48476977444
1812,11180.492328304488,11311.05064566
1813,11180.492328304488,11368.91603875865
1814,11180.492328304488,11388.726181505448
1815,11180.492328304488,11344.618358027496
1816,11180.492328304488,11360.563157693257
1817,11180.492328304488,11348.317327575556
1818,11180.492328304488,11391.40091115648
1819,11180.492328304488,11345.598348375857
1820,11180.492328304488,11338.967480634814
1821,11180.492328304488,11391.398067335778
1822,11180.492328304488,11342.279289075175
1823,11180.492328304488,11359.609004825612
1824,11180.492328304488,11347.067694180643
1825,11180.492328304488,11334.425269247098
1826,11180.492328304488,11361.177874703559
1827,11180.492328304488,11286.710312027395
1828,11180.492328304488,11344.407206518157
1829,11180.492328304488,11382.083679620124
1830,11180.492328304488,11317.706224715766
1831,11180.492328304488,11330.905365538238
1832,11180.492328304488,11311.424496158665
1833,11180.492328304488,11352.439832465958
1834,11180.492328304488,11267.360113512357
1835,11180.492328304488,11342.059905148613
1836,11180.492328304488,11341.56522257036
1837,11180.492328304488,11302.320058665313
1838,11180.492328304488,11348.948448470743
1839,11180.492328304488,11273.087324662058
1840,11180.492328304488,11352.280834019244
1841,11180.492328304488,11336.736801093177
1842,11180.492328304488,11377.571922830974
1843,11180.492328304488,11335.5933032148
1844,11180.492328304488,11364.548742714971
1845,11180.492328304488,11314.299168543028
1846,11180.492328304488,11314.986499755241
1847,11180.492328304488,11351.200382440411
1848,11180.492328304488,11386.388577934495
1849,11180.492328304488,11290.023623637755
1850,11180.492328304488,11342.200282497472
1851,11180.492328304488,11301.594581198233
1852,11180.492328304488,11342.957488605269
1853,11180.492328304488,11339.891744729022
1854,11180.492328304488,11360.787963909486
1855,11180.492328304488,11281.038332203576
1856,11180.492328304488,11343.158832006638
1857,11180.492328304488,11354.036048604425
1858,11180.492328304488,11298.756454636612
1859,11180.492328304488,11358.892554939393
1860,11180.492328304488,11376.110486032017
1861,11180.492328304488,11317.016854509671
1862,11180.492328304488,11289.333746194337
1863,11180.492328304488,11325.563884659125
1864,11180.492328304488,11377.839240254001
1865,11180.492328304488,11309.567865193927
1866,11180.492328304488,11314.298334496078
1867,11180.492328304488,11347.811814126922
1868,11180.492328304488,11320.783619159452
1869,11180.492328304488,11310.959901340935
1870,11180.492328304488,11297.535662957851
1871,11180.492328304488,11259.413152658306
1872,11180.492328304488,11323.828881674188
1873,11180.492328304488,11288.775248584661
1874,11180.492328304488,11287.811714431276
1875,11180.492328304488,11309.144179381514
1876,11180.492328304488,11350.933493326615
1877,11180.492328304488,11342.613491035077
1878,11180.492328304488,11295.598985718512
1879,11180.492328304488,11309.74725234707
1880,11180.492328304488,11297.50624435612
1881,11180.492328304488,11329.092810363492
1882,11180.492328304488,11353.330317814112
1883,11180.492328304488,11291.572439974789
1884,11180.492328304488,11264.9046761479
1885,11180.492328304488,11318.151723698214
1886,11180.492328304488,11316.337709180587
1887,11180.492328304488,11326.643545113302
1888,11180.492328304488,11310.47273600439
1889,11180.492328304488,11291.735760770813
1890,11180.492328304488,11323.166482058403
1891,11180.492328304488,11309.39386160142
1892,11180.492328304488,11255.806198771867
1893,11180.492328304488,11321.463583869674
1894,11180.492328304488,11288.685745755167
1895,11180.492328304488,11302.537951168832
1896,11180.492328304488,11278.259462250913
1897,11180.492328304488,11311.161998448924
1898,11180.492328304488,11336.435443167358
1899,11180.492328304488,11330.915269109586
1900,11180.492328304488,11268.546342433838
1901,11180.492328304488,11317.310936912392
1902,11180.492328304488,11280.76245402955
1903,11180.492328304488,11317.887669693537
1904,11180.492328304488,11301.688765919158
1905,11180.492328304488,11341.72173386032
1906,11180.492328304488,11329.059538502679
1907,11180.492328304488,11333.04485864799
1908,11180.492328304488,11323.810909562695
1909,11180.492328304488,11329.944387767931
1910,11180.492328304488,11328.278562551646
1911,11180.492328304488,11293.349417752152
1912,11180.492328304488,11309.61047659688
1913,11180.492328304488,11307.502909213898
1914,11180.492328304488,11325.518016375685
1915,11180.492328304488,11351.685876214611
1916,11180.492328304488,11265.964722436827
1917,11180.492328304488,11296.709901207118
1918,11180.492328304488,11334.65843366942
1919,11180.492328304488,11324.815987891154
1920,11180.492328304488,11331.165353730401
1921,11180.492328304488,11325.519528885148
1922,11180.492328304488,11287.975296808381
1923,11180.492328304488,11266.431400395382
1924,11180.492328304488,11295.269118935475
1925,11180.492328304488,11306.697530351255
1926,11180.492328304488,11316.247210519774
1927,11180.492328304488,11312.651643282083
1928,11180.492328304488,11298.155599988357
1929,11180.492328304488,11319.683433077367
1930,11180.492328304488,11288.324171795177
1931,11180.492328304488,11267.993046043748
1932,11180.492328304488,11298.930324358373
1933,11180.492328304488,11332.939356348039
1934,11180.492328304488,11321.37529484577
1935,11180.492328304488,11285.801115106826
1936,11180.492328304488,11290.112351123184
1937,11180.492328304488,11339.243911556585
1938,11180.492328304488,11377.915051956204
1939,11180.492328304488,11297.374976790488
1940,11180.492328304488,11257.629301147123
1941,11180.492328304488,11301.378462266923
1942,11180.492328304488,11333.390230921237
1943,11180.492328304488,11318.427755158902
1944,11180.492328304488,11347.029527374443
1945,11180.492328304488,11266.435140345093
1946,11180.492328304488,11325.012646385261
1947,11180.492328304488,11332.426268992507
1948,11180.492328304488,11326.290426118027
1949,11180.492328304488,11309.802447242871
1950,11180.492328304488,11336.914269753466
1951,11180.492328304488,11304.248407397077
1952,11180.492328304488,11329.2500441409
1953,11180.492328304488,11262.485190077907
1954,11180.492328304488,11325.39242059365
1955,11180.492328304488,11296.724030005476
1956,11180.492328304488,11267.62080728195
1957,11180.492328304488,11251.860664371019
1958,11180.492328304488,11355.99964827145
1959,11180.492328304488,11325.88028517211
1960,11180.492328304488,11333.61667864133
1961,11180.492328304488,11314.000701314288
1962,11180.492328304488,11322.59966281038
1963,11180.492328304488,11347.424071680856
1964,11180.492328304488,11337.713102851047
1965,11180.492328304488,11338.760053398646
1966,11180.492328304488,11290.398884659902
1967,11180.492328304488,11329.97185677627
1968,11180.492328304488,11339.716046944935
1969,11180.492328304488,11322.324854381732
1970,11180.492328304488,11301.087851654465
1971,11180.492328304488,11310.927915028104
1972,11180.492328304488,11313.214517290016
1973,11180.492328304488,11363.709388275578
1974,11180.492328304488,11300.713020755022
1975,11180.492328304488,11338.216588754542
1976,11180.492328304488,11301.314423474323
1977,11180.492328304488,11329.593567321695
1978,11180.492328304488,11317.591721895606
1979,11180.492328304488,11310.601894129384
1980,11180.492328304488,11297.270115562158
1981,11180.492328304488,11306.2379191482
1982,11180.492328304488,11280.077529775073
1983,11180.492328304488,11307.522335873091
1984,11180.492328304488,11297.83144455117
1985,11180.492328304488,11300.429340452265
1986,11180.492328304488,11309.32397650125
1987,11180.492328304488,11312.10061963887
1988,11180.492328304488,11297.471116789844
1989,11180.492328304488,11265.737598977541
1990,11180.492328304488,11305.705692868221
1991,11180.492328304488,11299.807246559574
1992,11180.492328304488,11272.711311210285
1993,11180.492328304488,11267.503193592405
1994,11180.492328304488,11318.864685581571
1995,11180.492328304488,11327.241486486713
1996,11180.492328304488,11280.738711873868
1997,11180.492328304488,11281.561712049432
1998,11180.492328304488,11327.813535354655
1999,11180.492328304488,11328.10417734765
2000,11180.492328304488,11270.331670878573
2001,11180.492328304488,11320.848775835997
