Iteration,Best Distance,Average Distance
634,11710.61087705251,11710.61087705251
635,11710.61087705251,11710.61087705251
636,11710.61087705251,11710.61087705251
637,11710.61087705251,11710.61087705251
638,11710.61087705251,11710.61087705251
639,11710.61087705251,11710.61087705251
640,11710.61087705251,11710.61087705251
641,11710.61087705251,11710.61087705251
642,11710.61087705251,11710.61087705251
643,11710.61087705251,11710.61087705251
644,11710.61087705251,11710.61087705251
645,11710.61087705251,11710.61087705251
646,11710.61087705251,11710.61087705251
647,11710.61087705251,11710.61087705251
648,11710.61087705251,11710.61087705251
649,11710.61087705251,11710.61087705251
650,11710.61087705251,11710.61087705251
651,11710.61087705251,11710.61087705251
652,11710.61087705251,11710.61087705251
653,11710.61087705251,11710.61087705251
654,11710.61087705251,11710.61087705251
655,11710.61087705251,11710.61087705251
656,11710.61087705251,11710.61087705251
657,11710.61087705251,11710.61087705251
658,11710.61087705251,11710.61087705251
659,11710.61087705251,11710.61087705251
660,11710.61087705251,11710.61087705251
661,11710.61087705251,11710.61087705251
662,11710.61087705251,11710.61087705251
663,11710.61087705251,11710.61087705251
664,11710.61087705251,11710.61087705251
665,11710.61087705251,11710.61087705251
666,11710.61087705251,11710.61087705251
667,11710.61087705251,11710.61087705251
668,11710.61087705251,11710.61087705251
669,11710.61087705251,11710.61087705251
670,11710.61087705251,11710.61087705251
671,11710.61087705251,11710.61087705251
672,11710.61087705251,11710.61087705251
673,11710.61087705251,11710.61087705251
674,11710.61087705251,11710.61087705251
675,11710.61087705251,11710.61087705251
676,11710.61087705251,11710.61087705251
677,11710.61087705251,11710.61087705251
678,11710.61087705251,11710.61087705251
679,11710.61087705251,11710.61087705251
680,11710.61087705251,11710.61087705251
681,11710.61087705251,11710.61087705251
682,11710.61087705251,11710.61087705251
683,11710.61087705251,11710.61087705251
684,11710.61087705251,11710.61087705251
685,11710.61087705251,11710.61087705251
686,11710.61087705251,11710.61087705251
687,11710.61087705251,11710.61087705251
688,11710.61087705251,11710.61087705251
689,11710.61087705251,11710.61087705251
690,11710.61087705251,11710.61087705251
691,11710.61087705251,11710.61087705251
692,11710.61087705251,11710.61087705251
693,11710.61087705251,11710.61087705251
694,11710.61087705251,11710.61087705251
