Iteration,Best Distance,Current Distance,Iter Time (s),Cumulative Time (s)
85,6006.872353014757,6006.872353014757,0.0011675357818603516,0.12811946868896484
86,6006.872353014757,6006.872353014757,0.0011653900146484375,0.12946128845214844
87,6006.872353014757,6006.872353014757,0.0011835098266601562,0.13082361221313477
88,6006.872353014757,6006.872353014757,0.0011670589447021484,0.1321730613708496
89,6006.527604648491,6006.527604648491,0.0011639595031738281,0.1335163116455078
90,6006.527604648491,6006.527604648491,0.001191854476928711,0.1348857879638672
91,6006.527604648491,6006.527604648491,0.0011684894561767578,0.1362597942352295
92,6006.527604648491,6006.527604648491,0.0011665821075439453,0.1376171112060547
93,6006.527604648491,6006.527604648491,0.0011730194091796875,0.1390368938446045
94,6006.527604648491,6006.527604648491,0.0011603832244873047,0.14038753509521484
95,6006.527604648491,6006.527604648491,0.0011844635009765625,0.14179468154907227
96,6006.527604648491,6006.527604648491,0.0011720657348632812,0.1431560516357422
97,6006.527604648491,6006.527604648491,0.0011649131774902344,0.14451098442077637
98,5985.670511279385,5985.670511279385,0.001176595687866211,0.14588594436645508
99,5985.670511279385,5985.670511279385,0.001169443130493164,0.14726471900939941
100,5985.670511279385,5985.670511279385,0.0011723041534423828,0.1486217975616455
101,5985.670511279385,5985.670511279385,0.0011949539184570312,0.15009403228759766
102,5985.670511279385,5985.670511279385,0.00121307373046875,0.15154075622558594
103,5985.670511279385,5985.670511279385,0.0011839866638183594,0.1529533863067627
104,5985.670511279385,5985.670511279385,0.0011639595031738281,0.15430283546447754
105,5985.670511279385,5985.670511279385,0.0011684894561767578,0.1556532382965088
106,5985.670511279385,5985.670511279385,0.001172780990600586,0.15700674057006836
107,5985.670511279385,5985.670511279385,0.001173257827758789,0.15835952758789062
108,5985.670511279385,5985.670511279385,0.001163482666015625,0.15970063209533691
109,5985.670511279385,5985.670511279385,0.0011868476867675781,0.16106748580932617
110,5985.670511279385,5985.670511279385,0.0011649131774902344,0.1624143123626709
111,5985.670511279385,5985.670511279385,0.001161336898803711,0.16375350952148438
112,5985.670511279385,5985.670511279385,0.0011730194091796875,0.16513323783874512
113,5985.670511279385,5985.670511279385,0.0012288093566894531,0.16653823852539062
114,5985.670511279385,5985.670511279385,0.0024302005767822266,0.16924595832824707
115,5985.670511279385,5985.670511279385,0.0011861324310302734,0.17095470428466797
116,5985.670511279385,5986.633645563173,0.001168966293334961,0.17242765426635742
117,5985.670511279385,5986.633645563173,0.0011835098266601562,0.17381858825683594
118,5985.670511279385,6052.695491480065,0.0011615753173828125,0.17520475387573242
119,5985.670511279385,6052.695491480065,0.0012102127075195312,0.1766054630279541
120,5985.670511279385,6052.695491480065,0.001165151596069336,0.17796754837036133
121,5985.670511279385,6052.695491480065,0.001161813735961914,0.1793212890625
122,5985.670511279385,6052.695491480065,0.0011661052703857422,0.1806778907775879
123,5985.670511279385,6052.695491480065,0.0013341903686523438,0.1822056770324707
124,5985.670511279385,6007.194964110898,0.0012505054473876953,0.1837615966796875
125,5985.670511279385,6007.194964110898,0.0011603832244873047,0.18516898155212402
126,5985.670511279385,6007.194964110898,0.0011780261993408203,0.1865534782409668
127,5985.670511279385,6007.194964110898,0.0011663436889648438,0.1879127025604248
128,5985.670511279385,6007.194964110898,0.0011644363403320312,0.1892688274383545
129,5985.670511279385,6084.17534428302,0.0011990070343017578,0.1906745433807373
130,5985.670511279385,6075.444699654199,0.0011739730834960938,0.19204950332641602
131,5985.670511279385,6075.444699654199,0.0011653900146484375,0.19344615936279297
132,5985.670511279385,6009.3828537373065,0.0011818408966064453,0.19481801986694336
133,5985.670511279385,6009.3828537373065,0.0011653900146484375,0.19624781608581543
134,5985.670511279385,6009.3828537373065,0.001184701919555664,0.19762110710144043
135,5985.670511279385,6089.452548944397,0.0011677742004394531,0.19901466369628906
136,5985.670511279385,6089.452548944397,0.0011653900146484375,0.20036625862121582
137,5985.670511279385,6089.452548944397,0.0011692047119140625,0.20174694061279297
138,5985.670511279385,6089.452548944397,0.0011658668518066406,0.20310544967651367
139,5985.670511279385,6089.452548944397,0.001172780990600586,0.20445585250854492
140,5985.670511279385,6081.181683802728,0.001188516616821289,0.20582342147827148
141,5985.670511279385,6081.181683802728,0.001169443130493164,0.20717477798461914
142,5985.670511279385,6108.568664513693,0.0011715888977050781,0.20852184295654297
143,5985.670511279385,6108.568664513693,0.0011625289916992188,0.20986127853393555
144,5985.670511279385,6108.568664513693,0.0011546611785888672,0.21119451522827148
145,5985.670511279385,6108.568664513693,0.0012288093566894531,0.2125997543334961
146,5985.670511279385,6201.898873967402,0.0011687278747558594,0.2139594554901123
147,5985.670511279385,6201.898873967402,0.00115966796875,0.2153005599975586
148,5985.670511279385,6201.898873967402,0.0011570453643798828,0.21663475036621094
149,5985.670511279385,6188.749655475568,0.0011703968048095703,0.21800971031188965
150,5985.670511279385,6133.467362816967,0.001171112060546875,0.21936345100402832
151,5985.670511279385,6133.467362816967,0.001322031021118164,0.22096943855285645
152,5985.670511279385,6044.7492189641225,0.0011820793151855469,0.22237277030944824
153,5985.670511279385,6023.59460325383,0.0011706352233886719,0.22372984886169434
154,5985.670511279385,6023.59460325383,0.0011734962463378906,0.22508525848388672
155,5985.670511279385,6023.59460325383,0.0011723041534423828,0.2264399528503418
156,5985.670511279385,6023.59460325383,0.0011875629425048828,0.22780656814575195
157,5985.670511279385,6023.59460325383,0.0013127326965332031,0.22934889793395996
158,5985.670511279385,6023.59460325383,0.0012624263763427734,0.2309277057647705
159,5964.568228002247,5964.568228002247,0.0011696815490722656,0.23231267929077148
160,5964.568228002247,5964.568228002247,0.0026335716247558594,0.23521852493286133
161,5964.568228002247,5964.568228002247,0.0011856555938720703,0.2366349697113037
162,5964.568228002247,5964.568228002247,0.0011663436889648438,0.2380218505859375
163,5964.568228002247,6078.250963769298,0.0011761188507080078,0.2393937110900879
164,5964.568228002247,6078.250963769298,0.0011696815490722656,0.240767240524292
165,5964.568228002247,6078.250963769298,0.0011820793151855469,0.2421431541442871
166,5964.568228002247,6078.250963769298,0.0011641979217529297,0.24349761009216309
167,5964.568228002247,6078.250963769298,0.0012140274047851562,0.2449653148651123
168,5964.568228002247,6078.250963769298,0.0011756420135498047,0.24637389183044434
169,5964.568228002247,6078.250963769298,0.0011823177337646484,0.24776244163513184
170,5964.568228002247,6075.198251747264,0.0011959075927734375,0.24916815757751465
171,5961.515515980213,5961.515515980213,0.001190185546875,0.2506096363067627
172,5961.515515980213,5961.515515980213,0.0011734962463378906,0.2520451545715332
173,5961.515515980213,5961.515515980213,0.0011708736419677734,0.253401517868042
174,5961.515515980213,5961.515515980213,0.0011854171752929688,0.2547736167907715
175,5961.515515980213,5961.515515980213,0.0011806488037109375,0.25617241859436035
176,5961.515515980213,5961.515515980213,0.0011663436889648438,0.25752973556518555
177,5961.515515980213,5961.515515980213,0.0012025833129882812,0.2589280605316162
178,5961.515515980213,5961.515515980213,0.0011723041534423828,0.26032328605651855
179,5961.515515980213,5961.515515980213,0.0012221336364746094,0.261890172958374
180,5961.515515980213,5961.515515980213,0.0011687278747558594,0.26325392723083496
181,5961.515515980213,5961.515515980213,0.0011622905731201172,0.26460742950439453
182,5961.515515980213,5961.515515980213,0.0011713504791259766,0.26598477363586426
183,5961.515515980213,5961.515515980213,0.0011725425720214844,0.2673513889312744
184,5961.515515980213,6016.653488064654,0.0011632442474365234,0.268704891204834
185,5961.515515980213,5985.55043839279,0.0011653900146484375,0.2700660228729248
186,5961.515515980213,5985.55043839279,0.0011684894561767578,0.2714231014251709
187,5961.515515980213,5985.55043839279,0.0011739730834960938,0.2727851867675781
188,5961.515515980213,5985.55043839279,0.001169443130493164,0.27414512634277344
189,5961.515515980213,5985.55043839279,0.0016984939575195312,0.2760317325592041
190,5961.515515980213,5982.1622412529105,0.0014412403106689453,0.28217005729675293
191,5961.515515980213,5982.1622412529105,0.0011816024780273438,0.2836596965789795
192,5961.515515980213,5982.1622412529105,0.0011949539184570312,0.2850642204284668
193,5961.515515980213,5982.1622412529105,0.0011970996856689453,0.28646063804626465
194,5961.515515980213,5982.1622412529105,0.0011861324310302734,0.2878751754760742
195,5961.515515980213,5982.1622412529105,0.0011754035949707031,0.2892472743988037
196,5961.515515980213,5982.1622412529105,0.0012080669403076172,0.29065465927124023
197,5961.515515980213,5982.1622412529105,0.0011832714080810547,0.2920546531677246
198,5961.515515980213,5982.1622412529105,0.00116729736328125,0.2934136390686035
199,5961.515515980213,5982.1622412529105,0.001168966293334961,0.29479050636291504
200,5961.515515980213,5982.1622412529105,0.0012035369873046875,0.2962310314178467
201,5961.515515980213,5982.1622412529105,0.0013079643249511719,0.29785871505737305
202,5961.515515980213,5982.1622412529105,0.0011949539184570312,0.299285888671875
203,5961.515515980213,5982.1622412529105,0.001169443130493164,0.30065488815307617
204,5961.515515980213,5982.1622412529105,0.0011773109436035156,0.30208730697631836
205,5961.515515980213,5994.498270958639,0.001168966293334961,0.303447961807251
206,5961.515515980213,5994.498270958639,0.001177072525024414,0.30483317375183105
207,5961.515515980213,5994.498270958639,0.001169443130493164,0.30619192123413086
208,5922.7059383008655,5922.7059383008655,0.0012118816375732422,0.3076310157775879
209,5922.7059383008655,5922.7059383008655,0.0012083053588867188,0.30913829803466797
210,5922.7059383008655,5922.7059383008655,0.0012238025665283203,0.3106098175048828
211,5853.179150706807,5853.179150706807,0.0012180805206298828,0.3121778964996338
212,5853.179150706807,5872.551612196058,0.0011703968048095703,0.31356167793273926
213,5853.179150706807,5872.551612196058,0.0011730194091796875,0.31491756439208984
214,5853.179150706807,5872.551612196058,0.0011799335479736328,0.3163020610809326
215,5853.179150706807,5872.551612196058,0.0011661052703857422,0.31771016120910645
216,5853.179150706807,5872.551612196058,0.0011687278747558594,0.31906747817993164
217,5853.179150706807,5872.551612196058,0.0011661052703857422,0.3204221725463867
218,5852.8562503142675,5852.8562503142675,0.0011987686157226562,0.3218104839324951
219,5852.8562503142675,5852.8562503142675,0.0012040138244628906,0.3234224319458008
220,5833.483788825017,5833.483788825017,0.0011887550354003906,0.32489538192749023
221,5833.483788825017,5833.483788825017,0.0012159347534179688,0.3263542652130127
222,5833.483788825017,5833.483788825017,0.0011622905731201172,0.327742338180542
223,5832.555128825067,5832.555128825067,0.001169443130493164,0.3291029930114746
224,5832.555128825067,5832.555128825067,0.0011682510375976562,0.3304622173309326
225,5832.555128825067,5832.555128825067,0.0011677742004394531,0.3318207263946533
226,5832.555128825067,5832.555128825067,0.0011820793151855469,0.33319735527038574
227,5832.555128825067,5832.555128825067,0.0011715888977050781,0.33455991744995117
228,5832.555128825067,5832.555128825067,0.0011641979217529297,0.33591461181640625
229,5832.555128825067,5832.555128825067,0.0011749267578125,0.33727598190307617
230,5832.555128825067,5832.555128825067,0.0012121200561523438,0.3387875556945801
231,5832.555128825067,5832.555128825067,0.0011723041534423828,0.3401515483856201
232,5832.555128825067,5832.555128825067,0.0011653900146484375,0.3415193557739258
233,5832.555128825067,5832.555128825067,0.0011668205261230469,0.3428685665130615
234,5832.555128825067,5832.555128825067,0.0011649131774902344,0.34426379203796387
235,5832.555128825067,5832.555128825067,0.0011653900146484375,0.3456134796142578
236,5832.555128825067,5832.555128825067,0.0011696815490722656,0.34695959091186523
237,5832.555128825067,5832.555128825067,0.0011687278747558594,0.34830689430236816
238,5832.555128825067,5832.555128825067,0.0011587142944335938,0.3496429920196533
239,5832.555128825067,5832.555128825067,0.0011687278747558594,0.35098719596862793
240,5832.555128825067,5832.555128825067,0.0011968612670898438,0.3523855209350586
241,5832.555128825067,5832.555128825067,0.0012173652648925781,0.3538329601287842
242,5832.555128825067,5832.555128825067,0.0011708736419677734,0.3552286624908447
243,5832.555128825067,5832.555128825067,0.0011708736419677734,0.35660386085510254
244,5832.555128825067,5832.555128825067,0.0011625289916992188,0.35794711112976074
245,5832.555128825067,5887.551744840792,0.0011861324310302734,0.3593132495880127
246,5832.555128825067,5887.551744840792,0.0011734962463378906,0.36066460609436035
247,5832.555128825067,5887.551744840792,0.0011661052703857422,0.36200881004333496
248,5832.555128825067,5887.551744840792,0.0011677742004394531,0.3633553981781006
249,5832.555128825067,5887.551744840792,0.0011744499206542969,0.3647301197052002
250,5832.555128825067,5952.1198877634915,0.0011637210845947266,0.3660733699798584
251,5832.555128825067,5952.1198877634915,0.0015003681182861328,0.3678560256958008
252,5832.555128825067,5952.1198877634915,0.0011854171752929688,0.369295597076416
253,5832.555128825067,5952.1198877634915,0.0013327598571777344,0.3709430694580078
254,5832.555128825067,5952.1198877634915,0.0011682510375976562,0.3723599910736084
255,5832.555128825067,5952.1198877634915,0.0011870861053466797,0.37375903129577637
256,5832.555128825067,5952.1198877634915,0.0011777877807617188,0.3751661777496338
257,5832.555128825067,5952.1198877634915,0.0011589527130126953,0.37651634216308594
258,5832.555128825067,5952.1198877634915,0.0011799335479736328,0.3778808116912842
259,5832.555128825067,5928.942172735469,0.0011692047119140625,0.37926411628723145
260,5832.555128825067,5928.942172735469,0.0011675357818603516,0.38060951232910156
261,5832.555128825067,5928.942172735469,0.0011725425720214844,0.3819577693939209
262,5832.555128825067,5928.942172735469,0.0012943744659423828,0.38342761993408203
263,5832.555128825067,5928.942172735469,0.0012083053588867188,0.3849208354949951
264,5832.555128825067,5928.942172735469,0.002577543258666992,0.3878490924835205
265,5832.555128825067,5928.942172735469,0.0011906623840332031,0.389270544052124
266,5832.555128825067,5928.942172735469,0.0011749267578125,0.39067649841308594
267,5832.555128825067,5928.942172735469,0.00116729736328125,0.39206576347351074
268,5832.555128825067,5928.942172735469,0.0011761188507080078,0.3934638500213623
269,5832.555128825067,5928.942172735469,0.0011649131774902344,0.3948194980621338
270,5832.555128825067,5928.942172735469,0.0011661052703857422,0.3961772918701172
271,5832.555128825067,5928.942172735469,0.0011663436889648438,0.39753103256225586
272,5832.555128825067,5928.942172735469,0.0012469291687011719,0.39898014068603516
273,5832.555128825067,5928.942172735469,0.0012803077697753906,0.4005913734436035
274,5832.555128825067,5935.809523594864,0.0011639595031738281,0.40199995040893555
275,5832.555128825067,5935.809523594864,0.0013895034790039062,0.4035983085632324
276,5832.555128825067,5935.809523594864,0.0011878013610839844,0.4050934314727783
277,5832.555128825067,5935.809523594864,0.0011696815490722656,0.40646934509277344
278,5832.555128825067,5935.809523594864,0.0011777877807617188,0.40784311294555664
279,5832.555128825067,5935.809523594864,0.0011630058288574219,0.40919923782348633
280,5832.555128825067,5992.612464400389,0.001155853271484375,0.4105567932128906
281,5832.555128825067,5940.91030255953,0.0011744499206542969,0.41192007064819336
282,5832.555128825067,5884.107361754004,0.0011725425720214844,0.4133319854736328
283,5832.555128825067,5884.107361754004,0.0011684894561767578,0.4146881103515625
284,5829.11074573828,5829.11074573828,0.0011723041534423828,0.4161219596862793
285,5829.11074573828,5829.11074573828,0.0011837482452392578,0.4174981117248535
286,5829.11074573828,5829.11074573828,0.0011630058288574219,0.41884899139404297
287,5829.11074573828,5829.11074573828,0.0011715888977050781,0.4202103614807129
288,5829.11074573828,5829.11074573828,0.0011749267578125,0.42157411575317383
289,5829.11074573828,5829.11074573828,0.0011806488037109375,0.4229447841644287
290,5829.11074573828,5829.11074573828,0.0011701583862304688,0.4243042469024658
291,5829.11074573828,5829.11074573828,0.0011897087097167969,0.42568159103393555
292,5829.11074573828,5859.172481025501,0.0011661052703857422,0.42703747749328613
293,5829.11074573828,5859.172481025501,0.0011661052703857422,0.4283897876739502
294,5829.11074573828,5859.172481025501,0.001224517822265625,0.42979907989501953
295,5829.11074573828,5859.172481025501,0.0012023448944091797,0.43128299713134766
296,5829.11074573828,5859.172481025501,0.0012011528015136719,0.4327969551086426
297,5829.11074573828,5859.172481025501,0.0012180805206298828,0.43421173095703125
298,5829.11074573828,5878.867842907292,0.0011706352233886719,0.43564510345458984
299,5829.11074573828,5878.867842907292,0.0011696815490722656,0.43704795837402344
300,5829.11074573828,5879.796502907241,0.0011730194091796875,0.43840694427490234
301,5829.11074573828,5879.796502907241,0.0014584064483642578,0.4401438236236572
302,5829.11074573828,5879.796502907241,0.0011701583862304688,0.44153523445129395
303,5829.11074573828,5879.796502907241,0.0011742115020751953,0.44290852546691895
304,5829.11074573828,5879.796502907241,0.0011692047119140625,0.444263219833374
305,5829.11074573828,5879.796502907241,0.0012793540954589844,0.44574785232543945
306,5829.11074573828,5860.10114102545,0.0011816024780273438,0.44716596603393555
307,5829.11074573828,5860.10114102545,0.0011775493621826172,0.4485318660736084
308,5829.11074573828,5830.039405738229,0.00250244140625,0.4512925148010254
309,5829.11074573828,5830.039405738229,0.0011708736419677734,0.4526991844177246
310,5829.11074573828,5830.039405738229,0.0011761188507080078,0.45407748222351074
311,5829.11074573828,5830.039405738229,0.0011718273162841797,0.4554469585418701
312,5829.11074573828,5830.039405738229,0.0011601448059082031,0.4568037986755371
313,5829.11074573828,5830.039405738229,0.0011737346649169922,0.45816636085510254
314,5829.11074573828,5830.039405738229,0.0011630058288574219,0.4595189094543457
315,5829.11074573828,5829.11074573828,0.0012004375457763672,0.46091175079345703
316,5829.11074573828,5829.11074573828,0.001169443130493164,0.4622972011566162
317,5829.11074573828,5829.11074573828,0.0011706352233886719,0.4636685848236084
318,5829.11074573828,5829.11074573828,0.0012345314025878906,0.4650876522064209
319,5829.11074573828,5829.11074573828,0.0011827945709228516,0.4665098190307617
320,5829.11074573828,5829.11074573828,0.001176595687866211,0.4679293632507324
321,5829.11074573828,5829.11074573828,0.0011603832244873047,0.46935343742370605
322,5829.11074573828,5829.11074573828,0.0011606216430664062,0.47070980072021484
323,5829.11074573828,5829.11074573828,0.0011625289916992188,0.4720640182495117
324,5829.11074573828,5829.11074573828,0.0011625289916992188,0.4734480381011963
325,5829.11074573828,5829.11074573828,0.0011649131774902344,0.4748249053955078
326,5829.11074573828,5829.11074573828,0.0012001991271972656,0.47625184059143066
327,5829.11074573828,5885.986431722816,0.0018777847290039062,0.47836899757385254
328,5829.11074573828,5885.986431722816,0.0011928081512451172,0.4799180030822754
329,5829.11074573828,5885.986431722816,0.0011730194091796875,0.4813048839569092
330,5829.11074573828,5885.986431722816,0.0011756420135498047,0.48267579078674316
331,5829.11074573828,5885.986431722816,0.0011649131774902344,0.4840366840362549
332,5829.11074573828,5885.986431722816,0.001153707504272461,0.4853978157043457
333,5829.11074573828,5885.986431722816,0.0011587142944335938,0.4867532253265381
334,5829.11074573828,5885.986431722816,0.0011744499206542969,0.4881253242492676
335,5829.11074573828,5885.986431722816,0.0011556148529052734,0.489516019821167
336,5829.11074573828,5885.986431722816,0.0011677742004394531,0.49086928367614746
337,5829.11074573828,5929.60857351524,0.0011937618255615234,0.4922456741333008
338,5829.11074573828,5984.605189530965,0.0011687278747558594,0.49361515045166016
339,5829.11074573828,5984.605189530965,0.0011856555938720703,0.4949839115142822
340,5829.11074573828,5984.605189530965,0.0011646747589111328,0.49633193016052246
341,5829.11074573828,5984.605189530965,0.0011703968048095703,0.4976818561553955
342,5829.11074573828,5984.605189530965,0.0012326240539550781,0.4991006851196289
343,5829.11074573828,5984.605189530965,0.0011649131774902344,0.5004637241363525
344,5829.11074573828,5984.605189530965,0.0011713504791259766,0.5018157958984375
345,5829.11074573828,5984.605189530965,0.0011625289916992188,0.5032930374145508
346,5829.11074573828,5984.605189530965,0.0011653900146484375,0.504657506942749
347,5829.11074573828,5984.605189530965,0.001173257827758789,0.506040096282959
348,5829.11074573828,6052.401590855372,0.0011665821075439453,0.5073854923248291
349,5829.11074573828,5995.525904870836,0.0011954307556152344,0.5087816715240479
350,5829.11074573828,6084.24404872368,0.001165151596069336,0.5101377964019775
351,5829.11074573828,6084.24404872368,0.001367807388305664,0.5117835998535156
352,5829.11074573828,6084.24404872368,0.0011720657348632812,0.513176679611206
353,5829.11074573828,6056.857068012716,0.0011703968048095703,0.5145251750946045
354,5829.11074573828,6056.857068012716,0.0011754035949707031,0.515878438949585
355,5829.11074573828,6056.857068012716,0.0011615753173828125,0.5172433853149414
356,5829.11074573828,6056.857068012716,0.0011737346649169922,0.5185911655426025
357,5829.11074573828,6056.857068012716,0.0012044906616210938,0.519972562789917
358,5829.11074573828,6056.857068012716,0.0011653900146484375,0.5213162899017334
359,5829.11074573828,6056.857068012716,0.0011630058288574219,0.522653341293335
360,5829.11074573828,6056.857068012716,0.0013461112976074219,0.5241920948028564
361,5829.11074573828,6056.857068012716,0.0025942325592041016,0.527125358581543
362,5829.11074573828,6126.432490423586,0.0011856555938720703,0.5286190509796143
363,5829.11074573828,6083.901505817759,0.0011775493621826172,0.5300354957580566
364,5829.11074573828,6083.901505817759,0.001177072525024414,0.5314249992370605
365,5829.11074573828,6083.901505817759,0.0011928081512451172,0.5328431129455566
366,5829.11074573828,6083.901505817759,0.0011758804321289062,0.5342609882354736
367,5829.11074573828,6083.901505817759,0.0012235641479492188,0.5357141494750977
368,5829.11074573828,6083.901505817759,0.0011610984802246094,0.537116289138794
369,5829.11074573828,6083.901505817759,0.0011658668518066406,0.5384769439697266
370,5829.11074573828,6083.901505817759,0.0012023448944091797,0.539872407913208
371,5829.11074573828,6083.901505817759,0.0012593269348144531,0.5413706302642822
372,5829.11074573828,6083.901505817759,0.0011715888977050781,0.5427858829498291
373,5829.11074573828,6083.901505817759,0.0011692047119140625,0.5441558361053467
374,5829.11074573828,6083.901505817759,0.0011687278747558594,0.5455162525177002
375,5829.11074573828,6083.901505817759,0.001165628433227539,0.5468759536743164
